MAE_mean,MAE_std_error,SPR_mean,SPR_std_error,n_trials,method,prior
0.23141422386253407,0.005149277156766529,-0.2770281238808668,0.03312916633085487,100,DirectLiNGAM,0
0.2271357539166734,0.005150266235137287,-0.2229798296069085,0.027444644463931078,100,DirectLiNGAM,a
0.22653323250318005,0.004868439101986663,-0.20937621375648718,0.031071129652149178,100,DirectLiNGAM,b
0.17618788118600243,0.009204943518652671,0.26645735907655393,0.040979791415778385,100,PC,0
0.14652550623003122,0.006332772032118822,0.47511840120291,0.025485365254565538,100,PC,a
0.14416168678456637,0.006870856442435585,0.47948318471225376,0.02601075909690495,100,PC,b
0.2607902855585287,0.00483828637088378,0.03274509816338564,0.03680442454880683,100,NOTEARS,0
0.26663801119054686,0.007362606940410405,,,100,NOTEARS,a
0.3047449322191858,0.004677934858488158,,,100,No graph,-
