MAE_mean,MAE_std_error,SPR_mean,SPR_std_error,n_trials,method,prior
0.07660072857775338,0.006000006255246869,0.39654452503509235,0.03678849679514728,100,DirectLiNGAM,0
0.07178766636555194,0.005263145433732312,0.4194247540246562,0.034556002851044335,100,DirectLiNGAM,a
0.07160786535515663,0.005544998969856526,0.4365861922632841,0.03553224779441863,100,DirectLiNGAM,b
0.13610312554269513,0.010993965107082119,0.42466279012981567,0.030297704688934814,100,PC,0
0.10316320796677114,0.008820463211743654,0.6559140208722902,0.02395546529749556,100,PC,a
0.12337340601872696,0.010768694030573428,0.6488607976212478,0.0235486172956244,100,PC,b
0.21780256192289574,0.0021082970306258554,0.5008337205856598,0.025819186233324114,100,NOTEARS,0
0.2908815086678772,0.01266482592462328,0.5663572456642787,0.018020311528673984,100,NOTEARS,a
0.4138681428074274,0.001144374640834851,0.5490765823304556,0.00970610301152755,100,No graph,-
