accuracy,cohen_kappa,matthews_corrcoef,precision_Sell,recall_Sell,f1_Sell,precision_Hold,recall_Hold,f1_Hold,precision_Buy,recall_Buy,f1_Buy,f1_weighted,f1_macro,auc_roc_Sell,auc_roc_Hold,auc_roc_Buy,auc_pr_Sell,auc_pr_Hold,auc_pr_Buy
0.4152,0.0421,0.0641,0.3208,0.0275,0.0507,0.422,0.8926,0.5731,0.3857,0.1598,0.2259,0.3103,0.2832,0.5295,0.5413,0.4705,0.3445,0.4179,0.2877
