Date,Open,High,Low,Close,Volume
2021-05-01,247.50586237191388,290.8910540361185,240.8642987110766,285.10955810546875,12988853
2021-06-01,290.492067494767,309.51699272059983,275.1852444743168,303.1431579589844,10176033
2021-07-01,304.44694405492965,312.9936762137966,291.07155298956104,295.6105041503906,8250816
2021-08-01,298.7008161116508,324.7272983559614,287.2086142723711,290.15411376953125,10155594
2021-09-01,291.60270536931415,295.94849812014274,257.3192292238888,262.4858703613281,12465039
2021-10-01,260.7475180363957,275.23349126063994,248.19300790871742,273.59173583984375,11525983
2021-11-01,273.49521341162335,289.960926155642,239.88773451217463,246.792724609375,14519626
2021-12-01,249.64163516126436,257.85035430583207,234.62450483784667,244.52325439453125,10438411
2022-01-01,245.6338609145095,254.7117328939054,223.61517546503248,233.94850158691406,15383946
2022-02-01,235.92824753020116,239.5980307860806,193.6774873971385,204.7834014892578,15562085
2022-03-01,205.0731255851961,213.2335552322603,164.25164385456927,204.63853454589844,26324511
2022-04-01,204.92826035971825,206.5700012750354,177.8105129097063,187.08154296875,10972349
2022-05-01,183.7787396525068,194.11206556894825,162.53264292356718,178.1388702392578,12666857
2022-06-01,182.93229935522888,187.00489335573855,157.65072182913443,166.0123291015625,14183855
2022-07-01,164.1039227465731,176.69550718315685,151.02046406350908,165.06796264648438,12200830
2022-08-01,165.06797376628006,175.6921369844024,145.3936029958141,145.86578369140625,11674773
2022-09-01,144.31149823343827,149.1710699336865,114.83929342842997,116.94445037841797,18128558
2022-10-01,115.96073547941614,125.36508955657924,93.07944829664378,97.36846160888672,19877014
2022-11-01,98.72599431405776,134.86781925783362,91.87931410420708,120.2694320678711,23079568
2022-12-01,122.6106721504543,127.33252391058146,112.73413759756485,125.38475799560547,11789115
2023-01-01,126.25042947046836,149.80065290817362,124.14527246782717,144.98043823242188,11106657
2023-02-01,144.44921584681595,158.75249073853567,133.1167899336491,139.3535614013672,16073432
2023-03-01,142.08830562767469,160.12969970703125,135.30063882404139,160.12969970703125,17180055
2023-04-01,160.30679473669443,164.26133282646015,153.77490362627532,156.84410095214844,7473277
2023-05-01,156.84408315983,169.63242391407147,148.69889501872603,149.03335571289062,10646405
2023-06-01,151.1024291801161,179.6712169900344,145.8272677739213,175.62100219726562,10079009
2023-07-01,177.142299500127,185.00562279234873,161.88980437941728,181.7654571533203,9028534
2023-08-01,181.76546127306557,186.30960383428533,169.6543549864336,182.18035888671875,9761355
2023-09-01,181.17274606940003,186.19105529731218,153.35473844617405,164.59652709960938,11339489
2023-10-01,164.43847575778744,177.81403606020615,152.7620134878956,165.1694793701172,10636191
2023-11-01,166.25611842273,192.29599544964887,163.07522184184333,189.8065948486328,11427703
2023-12-01,190.06344487958026,196.38573087698302,179.47362977690227,181.92352294921875,9602790
2024-01-01,181.9235083636979,184.3338786706569,158.25447928503854,173.98114013671875,11797107
2024-02-01,161.63295437373884,189.0360785395387,158.25448948866477,184.84756469726562,10643484
2024-03-01,185.40076424910322,206.264288425702,178.62408811658403,204.48614501953125,13341158
2024-04-01,204.3873554468812,231.0594615844327,193.02701394385,223.65054321289062,9906197
2024-05-01,225.23111864917993,230.26918917467322,217.03191263102633,228.68861389160156,8720939
2024-06-01,231.86301384485355,234.1420123039686,212.34292553223025,220.96347045898438,8525091
2024-07-01,222.35067266486817,239.78994763128247,209.37031680277204,229.1876678466797,9889166
2024-08-01,227.8995362643538,234.34017533269423,206.7940544472889,229.8812713623047,7293311
2024-09-01,229.58401062653928,241.67259183456866,205.90228199047718,235.72738647460938,7762125
2024-10-01,236.12373732677318,238.6009061717468,210.95569279017798,217.39633178710938,10453431
2024-11-01,217.3963389286084,223.5397299615052,206.1004546722329,221.06256103515625,7229155
2024-12-01,221.954328408701,243.15888766425675,219.77442285000328,234.63743591308594,7102730
2025-01-01,234.63743500734,260.3999757644628,229.78217502047866,252.57212829589844,6532938
2025-02-01,244.44701762933596,261.3908433901418,239.3936022772803,243.9515838623047,7740924
2025-03-01,242.56437698294366,247.51871468635574,212.24382419028615,214.7209930419922,11454963
2025-04-01,216.8018279962696,223.14337441569336,173.69908857077323,199.8579864501953,15428127
2025-05-01,201.93880519990924,225.62053306777125,201.5424491171057,217.49542236328125,8540647
2025-06-01,216.3000030517578,219.39999389648438,192.1999969482422,197.9499969482422,8756381
2025-07-01,198.1999969482422,214.89999389648438,167.25,168.0500030517578,12398228
2025-08-01,164.8000030517578,173.85000610351562,160.75,166.35000610351562,10990742
2025-09-01,166.8000030517578,188.1999969482422,163.5,181.10000610351562,11210311
2025-10-01,178.89999389648438,196.39999389648438,163.14999389648438,163.8000030517578,13152206
2025-11-01,162.39999389648438,166.10000610351562,150.39999389648438,160.39999389648438,10147435
2025-12-01,160.10000610351562,169.6999969482422,157.5500030517578,169.0500030517578,8044308
2026-01-01,169.0500030517578,171.3000030517578,142.5500030517578,149.14999389648438,16392189
2026-02-01,149.6999969482422,163.64999389648438,147.4499969482422,158.1999969482422,12018335
2026-03-01,151.60000610351562,155.10000610351562,129.9499969482422,136.64999389648438,21822585
2026-04-01,142.25,148.0,130.4499969482422,136.25,9674721
