Date,Open,High,Low,Close,Volume
2021-05-01,89.88638212268413,95.04190955558708,89.25391581730459,92.7995376586914,5099454
2021-06-01,92.95286871232916,99.6608076915694,92.3587343421815,97.50468444824219,5930758
2021-07-01,97.88799717954572,100.61908517199961,95.15690918709183,95.97144317626953,5054466
2021-08-01,96.01935007618377,103.54183018706634,94.42861409769212,98.46295928955078,4855841
2021-09-01,98.70252503900207,102.00857756490844,89.2347514827811,89.56056213378906,6286687
2021-10-01,88.79394345062254,94.73525746593127,85.99576927097588,88.0656509399414,7777353
2021-11-01,88.77478250058583,92.01375619447259,84.48170554747571,84.53919982910156,7047144
2021-12-01,84.86500603312226,88.21897542454423,83.79174050695399,86.60906982421875,6194230
2022-01-01,87.18404947068215,89.42641426466326,84.09839619124595,84.40504455566406,8003953
2022-02-01,84.63501977332075,88.77477589713801,81.64519306292438,86.64739990234375,8114639
2022-03-01,90.11636880457128,93.18285224091588,75.70388203160525,91.22796630859375,14666807
2022-04-01,91.53461176663137,96.01934822032635,87.68234161422288,91.82209777832031,5371070
2022-05-01,91.9671383636752,93.43459310281428,83.5871806567539,93.18357849121094,3860601
2022-06-01,93.64699392239072,98.61897496975448,85.86560688750296,94.11040496826172,9643273
2022-07-01,93.56975421214224,99.00514611319906,92.62363410187422,97.17082214355469,5585140
2022-08-01,96.73636872143727,102.0945239906163,96.02195047410278,97.12254333496094,5513611
2022-09-01,96.92946553819314,102.38416294725899,94.78620330167391,97.46044921875,6300893
2022-10-01,96.50467256853541,98.66724021936761,90.78931152278744,93.82077026367188,5569393
2022-11-01,94.24556561730355,101.99799089458709,90.1521246760953,100.35675048828125,6696583
2022-12-01,100.74292526304107,105.08737346920098,100.21194156835611,103.4944076538086,4502254
2023-01-01,103.78403617536259,108.22502601763976,102.33588683338078,107.7423095703125,4139101
2023-02-01,107.83885212872482,111.45922550859251,105.57008628380811,109.09391784667969,4629179
2023-03-01,106.53551847313807,116.72083846003225,105.28046012923916,115.80367279052734,6456229
2023-04-01,116.33466884901904,123.28578304559748,115.36923591251265,122.22380828857422,5137389
2023-05-01,122.93000612725886,124.87203577259326,115.35612384747579,115.69597625732422,5787181
2023-06-01,116.76408866017135,119.62856853719244,113.12279691401217,117.73509979248047,5449275
2023-07-01,117.88074737734854,117.88074737734854,110.11265868570418,114.3851089477539,3678875
2023-08-01,114.67641457625915,118.56045915061664,112.29744023775604,117.29814910888672,3846738
2023-09-01,118.17204934381252,123.99811601466396,116.37568026861204,118.6090087890625,5153791
2023-10-01,119.28871591414863,121.08508502413709,114.5793134123215,120.45393371582031,5820268
2023-11-01,121.0365407751623,126.32855596337708,117.97785418501644,124.96913146972656,4579407
2023-12-01,125.357540389575,133.12562927961332,124.92057353634736,131.76620483398438,4013508
2024-01-01,131.766204677987,135.50460337847355,128.07635949629645,131.911865234375,3540711
2024-02-01,132.25170398922597,139.72848622075458,125.55173357239774,128.70751953125,5524702
2024-03-01,128.61042079121265,133.02852438178158,126.42564575574542,131.03794860839844,4948259
2024-04-01,130.74664193303542,137.155321278655,124.82348296591806,136.47561645507812,5594614
2024-05-01,137.48954391828778,144.58167605463865,137.44062967686887,141.20680236816406,5742245
2024-06-01,141.6470184254575,143.7991109786063,132.98971903878547,133.57666015625,5527106
2024-07-01,133.82120822273234,136.4134989910025,128.34314121900863,131.27781677246094,6404960
2024-08-01,130.29958748396658,131.08217059221138,119.83258132496937,127.90293884277344,6324789
2024-09-01,127.95185236417244,133.72337476768314,121.49556041572727,132.20712280273438,4881016
2024-10-01,132.30495211385912,132.8918931770285,120.17495870836419,121.29991912841797,5304743
2024-11-01,120.85972084327088,126.33777275343549,117.48483958174226,119.97931671142578,3898005
2024-12-01,120.22387295138351,123.25636943694083,118.75653521999136,121.29991912841797,3265313
2025-01-01,121.29992390129912,128.53878435705423,118.21851305147584,126.14213562011719,3740313
2025-02-01,124.23460264151849,131.37564971566812,121.74012535120518,129.3702850341797,4503895
2025-03-01,128.7344385459032,134.70160313640733,114.74581560750681,116.80008697509766,6674167
2025-04-01,117.48483953414524,122.47378632822543,108.53407787999998,121.29991912841797,6887197
2025-05-01,122.52388445582694,125.73002482833743,116.6048560758076,119.02179718017578,5163459
2025-06-01,118.28191540262985,118.67651878914207,103.97759720820554,105.1613998413086,6863791
2025-07-01,105.40802793199711,111.5736824381555,104.52017217782355,107.52901458740234,5178301
2025-08-01,106.98643512294912,107.47968748870994,91.27141444875193,96.91422271728516,7791121
2025-09-01,97.22990406506668,98.4729021359081,85.84563854435723,87.28594207763672,7622735
2025-10-01,87.89757075519333,96.06582879133175,87.26620832423612,90.48221588134766,6854346
2025-11-01,89.98896143949072,93.38254007256361,86.16131832271772,91.40953063964844,4556917
2025-12-01,91.31087584251388,94.40850010759942,86.81241666038892,92.41576385498047,4925919
2026-01-01,92.41576469501759,99.09439849853516,89.81139277364751,99.09439849853516,7124851
2026-02-01,100.91943633615105,108.66349691889738,96.36178179902818,106.19723510742188,6268795
2026-03-01,103.97759680945327,104.42152091355608,70.14048261355809,75.5465316772461,15677311
2026-04-01,77.86000061035156,79.18000030517578,72.13999938964844,72.13999938964844,7658902
