Date,Adj Close,Close,High,Low,Open,Volume
2025-07-01,216.78501892089844,218.9600067138672,223.1699981689453,216.30999755859375,219.3000030517578,16962200
2025-07-02,227.69554138183594,229.97999572753906,231.89999389648438,216.72000122070312,217.67999267578125,22326900
2025-07-03,234.96266174316406,237.32000732421875,237.99000549316406,231.1999969482422,233.22000122070312,18441400
2025-07-07,229.95289611816406,232.25999450683594,235.25,229.5,235.11000061035156,16584300
2025-07-08,232.170654296875,234.5,241.44000244140625,233.19000244140625,237.1300048828125,20401800
2025-07-09,233.4676513671875,235.80999755859375,236.50999450683594,232.0,235.50999450683594,10871600
2025-07-10,233.1600799560547,235.0,240.05999755859375,233.5,239.94000244140625,11486300
2025-07-11,228.7548370361328,230.55999755859375,234.0,229.8699951171875,231.3699951171875,10208200
2025-07-14,227.48486328125,229.27999877929688,230.63999938964844,225.1199951171875,229.4499969482422,11337000
2025-07-15,233.1204071044922,234.9600067138672,235.60000610351562,229.1999969482422,232.41000366210938,10728800
2025-07-16,239.41075134277344,241.3000030517578,241.3300018310547,233.19000244140625,235.5,12597500
2025-07-17,246.8024139404297,248.75,251.60000610351562,242.00999450683594,243.33999633789062,17631300
2025-07-18,243.52825927734375,245.4499969482422,249.67999267578125,245.0,248.5,9678100
2025-07-21,241.63320922851562,243.5399932861328,246.8000030517578,243.24000549316406,245.30999755859375,7348400
2025-07-22,236.2457275390625,238.11000061035156,242.2899932861328,235.41000366210938,241.97999572753906,11380900
2025-07-23,240.00604248046875,241.89999389648438,243.4199981689453,238.66000366210938,239.9499969482422,7255800
2025-07-24,240.92877197265625,242.8300018310547,244.0800018310547,240.55999755859375,242.41000366210938,8237900
2025-07-25,243.20083618164062,245.1199951171875,245.47000122070312,241.42999267578125,242.33999633789062,7149600
2025-07-28,245.77056884765625,247.7100067138672,247.77999877929688,243.4199981689453,246.0,6756800
2025-07-29,248.0227813720703,249.97999572753906,253.07000732421875,246.58999633789062,248.6999969482422,8415300
