Date,Adj Close,Close,High,Low,Open,Volume
2025-07-01,15.850000381469727,15.850000381469727,15.994999885559082,15.6899995803833,15.770000457763672,5337019
2025-07-02,15.585000038146973,15.585000038146973,15.90999984741211,15.494999885559082,15.850000381469727,4087868
2025-07-03,15.670000076293945,15.670000076293945,15.744999885559082,15.520000457763672,15.53499984741211,3329082
2025-07-04,15.869999885559082,15.869999885559082,15.914999961853027,15.704999923706055,15.720000267028809,2967602
2025-07-07,15.779999732971191,15.779999732971191,15.970000267028809,15.739999771118164,15.960000038146973,2734300
2025-07-08,15.729999542236328,15.729999542236328,15.829999923706055,15.65999984741211,15.78499984741211,3345808
2025-07-09,16.05500030517578,16.05500030517578,16.05500030517578,15.770000457763672,15.770000457763672,3615390
2025-07-10,15.869999885559082,15.869999885559082,16.125,15.869999885559082,16.094999313354492,5375643
2025-07-11,15.979999542236328,15.979999542236328,16.0,15.835000038146973,15.864999771118164,2760511
2025-07-14,16.145000457763672,16.145000457763672,16.145000457763672,15.90999984741211,16.0,4310183
2025-07-15,15.989999771118164,15.989999771118164,16.19499969482422,15.989999771118164,16.19499969482422,2791373
2025-07-16,15.989999771118164,15.989999771118164,15.989999771118164,15.989999771118164,15.989999771118164,0
2025-07-17,15.859999656677246,15.859999656677246,16.0049991607666,15.854999542236328,15.864999771118164,3056997
2025-07-18,16.030000686645508,16.030000686645508,16.059999465942383,15.904999732971191,15.9350004196167,3538859
2025-07-21,16.030000686645508,16.030000686645508,16.030000686645508,16.030000686645508,16.030000686645508,0
2025-07-22,16.334999084472656,16.334999084472656,16.34000015258789,16.110000610351562,16.280000686645508,4390861
2025-07-23,15.890000343322754,15.890000343322754,16.34000015258789,15.875,16.34000015258789,0
2025-07-24,15.8100004196167,15.8100004196167,15.975000381469727,15.550000190734863,15.699999809265137,5482557
2025-07-25,15.765000343322754,15.765000343322754,15.84000015258789,15.59000015258789,15.84000015258789,3620081
2025-07-28,15.704999923706055,15.704999923706055,15.824999809265137,15.699999809265137,15.78499984741211,3050501
2025-07-29,15.6850004196167,15.6850004196167,15.800000190734863,15.6850004196167,15.699999809265137,3338497
2025-07-30,15.824999809265137,15.824999809265137,15.90999984741211,15.6899995803833,15.78499984741211,2738440
2025-07-31,15.954999923706055,15.954999923706055,15.975000381469727,15.805000305175781,15.829999923706055,4056147
2025-08-01,16.0,16.0,16.155000686645508,15.800000190734863,15.944999694824219,3883590
2025-08-04,16.459999084472656,16.459999084472656,16.514999389648438,16.0,16.0,4259685
2025-08-05,16.329999923706055,16.329999923706055,16.549999237060547,16.315000534057617,16.524999618530273,3400733
2025-08-06,16.489999771118164,16.489999771118164,16.53499984741211,16.360000610351562,16.360000610351562,3055130
2025-08-07,16.209999084472656,16.209999084472656,16.440000534057617,16.139999389648438,16.43000030517578,3766270
2025-08-08,15.930000305175781,15.930000305175781,16.325000762939453,15.930000305175781,16.25,4401618
2025-08-11,15.890000343322754,15.890000343322754,15.96500015258789,15.789999961853027,15.96500015258789,3099314
2025-08-12,15.819999694824219,15.819999694824219,16.094999313354492,15.8149995803833,16.0,4215656
2025-08-13,16.0,16.0,16.174999237060547,15.675000190734863,15.704999923706055,4938125
2025-08-14,16.0,16.0,16.0,16.0,16.0,0
2025-08-15,15.78499984741211,15.78499984741211,16.030000686645508,15.765000343322754,16.010000228881836,3051036
2025-08-18,15.765000343322754,15.765000343322754,15.96500015258789,15.654999732971191,15.875,2469450
2025-08-19,15.694999694824219,15.694999694824219,15.864999771118164,15.694999694824219,15.795000076293945,3702836
2025-08-20,15.614999771118164,15.614999771118164,15.805000305175781,15.53499984741211,15.779999732971191,5414130
2025-08-21,15.5600004196167,15.5600004196167,15.640000343322754,15.470000267028809,15.595000267028809,3579926
2025-08-22,15.444999694824219,15.444999694824219,15.5649995803833,15.395000457763672,15.479999542236328,3877936
2025-08-25,15.414999961853027,15.414999961853027,15.425000190734863,15.28499984741211,15.375,2527163
2025-08-26,15.569999694824219,15.569999694824219,15.640000343322754,15.399999618530273,15.545000076293945,5373794
2025-08-27,15.675000190734863,15.675000190734863,15.720000267028809,15.545000076293945,15.645000457763672,3098627
2025-08-28,15.5,15.5,15.75,15.300000190734863,15.725000381469727,3552706
2025-08-29,15.244999885559082,15.244999885559082,15.529999732971191,15.229999542236328,15.399999618530273,3960810
2025-09-01,15.0600004196167,15.0600004196167,15.289999961853027,15.0600004196167,15.274999618530273,2296697
2025-09-02,14.71500015258789,14.71500015258789,15.039999961853027,14.670000076293945,15.0,4780237
2025-09-03,14.84000015258789,14.84000015258789,14.84000015258789,14.595000267028809,14.664999961853027,4546468
2025-09-04,14.925000190734863,14.925000190734863,15.109999656677246,14.84000015258789,14.84000015258789,4896147
2025-09-05,15.175000190734863,15.175000190734863,15.175000190734863,14.895000457763672,14.90999984741211,6564190
2025-09-08,15.345000267028809,15.345000267028809,15.399999618530273,15.204999923706055,15.244999885559082,4999432
2025-09-09,15.305000305175781,15.305000305175781,15.46500015258789,15.265000343322754,15.345000267028809,3109067
