Date,volatility,momentum,volume_avg,rsi_14,max_drawdown,vix,eur_usd
2025-07-01,0.18778350976979982,-0.0015773231295197476,15.158148246595424,54.66321038702295,-0.06337174595503862,16.829999923706055,1.178717017173767
2025-07-02,0.18778350976979982,-0.0015773231295197476,15.158148246595424,54.66321038702295,-0.06337174595503862,16.639999389648438,1.180553913116455
2025-07-03,0.18778350976979982,-0.0015773231295197476,15.158148246595424,54.66321038702295,-0.06337174595503862,16.3799991607666,1.18002450466156
2025-07-04,0.18778350976979982,-0.0015773231295197476,15.158148246595424,54.66321038702295,-0.06337174595503862,16.3799991607666,1.18002450466156
2025-07-07,0.18778350976979982,-0.0015773231295197476,15.158148246595424,54.66321038702295,-0.06337174595503862,17.790000915527344,1.178078293800354
2025-07-08,0.18778350976979982,-0.0015773231295197476,15.158148246595424,54.66321038702295,-0.06337174595503862,16.809999465942383,1.1736538410186768
2025-07-09,0.18778350976979982,-0.0015773231295197476,15.158148246595424,54.66321038702295,-0.06337174595503862,15.9399995803833,1.1724566221237183
2025-07-10,0.18778350976979982,-0.0015773231295197476,15.158148246595424,54.66321038702295,-0.06337174595503862,15.779999732971191,1.17311692237854
2025-07-11,0.18778350976979982,-0.0015773231295197476,15.158148246595424,54.66321038702295,-0.06337174595503862,16.399999618530273,1.1702749729156494
2025-07-14,0.18778350976979982,-0.0015773231295197476,15.158148246595424,54.66321038702295,-0.06337174595503862,17.200000762939453,1.1682106256484985
2025-07-15,0.18778350976979982,-0.0015773231295197476,15.158148246595424,54.66321038702295,-0.06337174595503862,17.3799991607666,1.1666297912597656
2025-07-16,0.18778350976979982,-0.0015773231295197476,15.158148246595424,54.66321038702295,-0.06337174595503862,17.15999984741211,1.1607391834259033
2025-07-17,0.18778350976979982,-0.0015773231295197476,15.158148246595424,54.66321038702295,-0.06337174595503862,16.520000457763672,1.1635754108428955
2025-07-18,0.18778350976979982,-0.0015773231295197476,15.158148246595424,54.66321038702295,-0.06337174595503862,16.40999984741211,1.161548137664795
2025-07-21,0.18778350976979982,-0.0015773231295197476,15.158148246595424,54.66321038702295,-0.06337174595503862,16.649999618530273,1.1630746126174927
2025-07-22,0.18778350976979982,-0.0015773231295197476,15.158148246595424,69.03548777966952,-0.06337174595503862,16.5,1.1694538593292236
2025-07-23,0.18778350976979982,-0.0015773231295197476,15.158148246595424,54.72103399540681,-0.06337174595503862,15.369999885559082,1.1739156246185303
2025-07-24,0.18778350976979982,-0.0015773231295197476,15.158148246595424,48.64254662861177,-0.06337174595503862,15.390000343322754,1.1774264574050903
2025-07-25,0.18778350976979982,-0.0015773231295197476,15.158148246595424,49.653593919040354,-0.06337174595503862,14.930000305175781,1.1756131649017334
2025-07-28,0.18778350976979982,-0.0015773231295197476,15.158148246595424,49.425296428129826,-0.06337174595503862,15.029999732971191,1.1756821870803833
2025-07-29,0.18778350976979982,-0.0015773231295197476,15.158148246595424,40.106954326137256,-0.06337174595503862,15.979999542236328,1.1596757173538208
2025-07-30,0.18015891462009034,-0.0015773231295197476,15.158148246595424,48.76712042432001,-0.06337174595503862,15.479999542236328,1.1550945043563843
2025-07-31,0.1813616223961845,0.023740768986425742,15.158148246595424,49.322503310724265,-0.06337174595503862,16.719999313354492,1.1429355144500732
2025-08-01,0.17616821480762762,0.021059344103341093,15.158148246595424,45.797084463000715,-0.06337174595503862,20.3799991607666,1.142374038696289
2025-08-04,0.20031394608070804,0.03717701343214519,15.158148246595424,61.576355605499565,-0.06337174595503862,17.520000457763672,1.158668041229248
2025-08-05,0.20267485757016804,0.034854258557791784,15.158148246595424,57.8703883580877,-0.06337174595503862,17.850000381469727,1.1584129333496094
2025-08-06,0.1929929583791742,0.04831533699929058,15.158148246595424,64.38359206698203,-0.06337174595503862,16.770000457763672,1.1579166650772095
2025-08-07,0.19882329644687835,0.00965423708194546,15.158148246595424,53.91301643640223,-0.06337174595503862,16.56999969482422,1.1663167476654053
2025-08-08,0.20788474585167568,0.003780744804623204,15.158148246595424,48.06200375556311,-0.06337174595503862,15.149999618530273,1.1676650047302246
2025-08-11,0.20430061338724784,-0.005631990080831928,15.158148246595424,40.38877850780799,-0.06337174595503862,16.25,1.1647952795028687
2025-08-12,0.20212690845833445,-0.02013011791419117,15.158148246595424,48.19585741077112,-0.06337174595503862,14.729999542236328,1.1618449687957764
2025-08-13,0.20646669500408557,0.0006254051923064718,15.158148246595424,54.65685690149984,-0.06337174595503862,14.489999771118164,1.1677058935165405
2025-08-14,0.20419030478487715,0.0006254051923064718,15.158148246595424,55.88972167500755,-0.06337174595503862,14.829999923706055,1.171289324760437
2025-08-15,0.20617316754061848,-0.004728865755905698,15.158148246595424,51.860465322590656,-0.06337174595503862,15.09000015258789,1.1651345491409302
2025-08-18,0.20615947428937842,-0.01653152414045267,15.158148246595424,51.860465322590656,-0.06337174595503862,14.989999771118164,1.1706587076187134
2025-08-19,0.19281502220022903,-0.020898376635777427,15.158148246595424,46.87499570158599,-0.06337174595503862,15.569999694824219,1.1668338775634766
2025-08-20,0.16811672637584407,-0.04407709542138216,15.158148246595424,41.62560696943731,-0.06337174595503862,15.6899995803833,1.164252758026123
2025-08-21,0.1677024511057479,-0.02076777322693557,15.158148246595424,39.2156862745098,-0.06337174595503862,16.600000381469727,1.165175199508667
2025-08-22,0.16922123493258073,-0.023086699247622744,15.158148246595424,20.059009663901477,-0.06337174595503862,14.220000267028809,1.16130530834198
2025-08-25,0.1689426747662322,-0.022201102051860655,15.158148246595424,21.316620417954425,-0.06519101420170866,14.789999961853027,1.1709601879119873
2025-08-26,0.17332675285501886,-0.008596003154260345,15.158148246595424,21.06918276716675,-0.06519101420170866,14.619999885559082,1.1618449687957764
2025-08-27,0.1719586480171698,-0.0006375663764298656,15.158148246595424,31.09544494131366,-0.06519101420170866,14.850000381469727,1.1639411449432373
2025-08-28,0.17279712900605723,-0.020537112997300433,15.158148246595424,33.58779181675496,-0.06519101420170866,14.430000305175781,1.1647952795028687
2025-08-29,0.1800250180471421,-0.04450015929439455,15.158148246595424,28.852465167471294,-0.0755002973219969,15.359999656677246,1.1681560277938843
2025-09-01,0.14156223490833564,-0.0587499737739563,15.158148246595424,26.829295240642807,-0.08671918564887272,15.359999656677246,1.1681560277938843
2025-09-02,0.15613364903315297,-0.10601452180704496,15.158148246595424,14.40444237800368,-0.10764097290281001,17.170000076293945,1.1715912818908691
