feature,Nec,Suf
volatility,0.0,0.0
momentum,0.35636363636363644,0.5909090909090909
volume_avg,0.391304347826087,0.5
return_1y,1.0000000000000007,1.0
max_drawdown,0.06058394160583943,0.2946808510638292
ecb_rate,0.23188405797101452,0.5125
eur_usd,0.012784090909090853,0.15388888888888883
de_inflation,0.0,0.0
vix,0.0,0.0
