MAE_mean,MAE_std_error,SPR_mean,SPR_std_error,n_trials,method,prior
0.1878408511161631,0.006407359713936961,0.7885787086094043,0.015920436697981776,100,RESIT,0
0.1811293802885615,0.0059102822858268095,0.823502449331775,0.013421090313842643,100,RESIT,a
0.08550290298526515,0.007425612605625122,0.7414813057317512,0.018114962989677835,100,NOTEARS-MLP,0
0.05340843540659948,0.004905458093565444,0.7762879052819737,0.01666295705167348,100,NOTEARS-MLP,a
0.049394428571428575,0.0033414107342318077,0.8627985500349085,0.008342329004582198,100,No graph,-
