MAE_mean,MAE_std_error,SPR_mean,SPR_std_error,n_trials,method,prior
0.217620218539811,0.0007017916965687941,0.8905585601581762,0.003214956962217313,100,RESIT,0
0.21821050362390376,0.0006445733125407171,0.8888229196284979,0.003038877006477065,100,RESIT,a
0.08814604739027417,0.006780433207893016,0.8941868608338909,0.010193558909821114,50,PC,0
0.06163233708466848,0.005223378458481388,0.8886407249955072,0.003928307399213686,56,PC,a
0.06639680310629385,0.005917007451137511,0.8806116302653714,0.00565543120560279,58,PC,b
0.18373015511533106,0.002002843243997632,0.8990400596309569,0.005113654953636565,100,NOTEARS-MLP,0
0.1526657740829123,0.004018924841682592,0.92072558452545,0.004957766477919111,100,NOTEARS-MLP,a
0.1170851130584169,0.001704035523462442,0.9636673218835647,0.002074620117509408,100,No graph,-
